LEVEL 0;;LEVEL 1;;LEVEL 2;;LEVEL 3;;LEVEL 4;;;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1570;Резекція одним блоком ураженої ділянки кістки з відновленням в інших локалізаціях скелетно-м’язової системи;50218-03;Резекція одним блоком ураженої ділянки довгої кістки нижньої кінцівки із заміною прилеглого суглоба;Radiography of whole skeleton;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1570;Резекція одним блоком ураженої ділянки кістки з відновленням в інших локалізаціях скелетно-м’язової системи;50227-00;Резекція одним блоком ураженої ділянки кістки із застосуванням анатомічного алотрансплантата;Radiography of chest;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1570;Резекція одним блоком ураженої ділянки кістки з відновленням в інших локалізаціях скелетно-м’язової системи;50227-01;Резекція одним блоком ураженої ділянки кістки із застосуванням анатомічного аутотрансплантата;Radiography of chest with fluoroscopic screening;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1571;Інші відновлювальні процедури на кістках іншої локалізації скелетно-м’язової системи;48509-00;Епіфізіодез, не класифікований в інших рубриках;Radiography of thoracic inlet or trachea;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1571;Інші відновлювальні процедури на кістках іншої локалізації скелетно-м’язової системи;50106-00;Стабілізація суглоба, не класифікована в інших рубриках;Radiography of sternum;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1571;Інші відновлювальні процедури на кістках іншої локалізації скелетно-м’язової системи;50109-00;Артродез суглоба, не класифікований в інших рубриках;Radiography of ribs, unilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1571;Інші відновлювальні процедури на кістках іншої локалізації скелетно-м’язової системи;50127-00;Артропластика суглоба, не класифікована в інших рубриках;Radiography of ribs, bilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1571;Інші відновлювальні процедури на кістках іншої локалізації скелетно-м’язової системи;90588-00;Остеоклазія;Radiography of sternum and ribs, unilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1571;Інші відновлювальні процедури на кістках іншої локалізації скелетно-м’язової системи;90589-00;Відновлення кісток, не класифіковане в інших рубриках;Radiography of sternum and ribs, bilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1572;Інші відновлювальні процедури на сухожиллях іншої локалізації скелетно-м’язової системи;47954-00;Відновлення сухожилля, не класифіковане в інших рубриках;Radiography of urinary tract;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1572;Інші відновлювальні процедури на сухожиллях іншої локалізації скелетно-м’язової системи;47957-00;Подовження сухожилля, не класифіковане в інших рубриках;Intravenous pyelography;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1572;Інші відновлювальні процедури на сухожиллях іншої локалізації скелетно-м’язової системи;47963-01;Тенопластика, не класифікована в інших рубриках;Antegrade pyelography;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1572;Інші відновлювальні процедури на сухожиллях іншої локалізації скелетно-м’язової системи;47966-00;Переміщення сухожилля або зв’язки, не класифіковане в інших рубриках;Retrograde pyelography;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1572;Інші відновлювальні процедури на сухожиллях іншої локалізації скелетно-м’язової системи;47972-00;Відкрита операція на піхві сухожилля, не класифікована в інших рубриках;Retrograde cystography;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1572;Інші відновлювальні процедури на сухожиллях іншої локалізації скелетно-м’язової системи;90584-00;Транспозиція сухожилля, не класифікована в інших рубриках;Retrograde urethrography;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1572;Інші відновлювальні процедури на сухожиллях іншої локалізації скелетно-м’язової системи;90584-01;Рефіксація сухожилля, не класифікована в інших рубриках;Retrograde micturating cystourethrography;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1573;Інші відновлювальні процедури на м’язах іншої локалізації скелетно-м’язової системи;30235-00;Відновлення (усунення розриву) м’яза, не класифіковане в інших рубриках;Radiography of abdomen;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1573;Інші відновлювальні процедури на м’язах іншої локалізації скелетно-м’язової системи;47966-01;Переміщення м’яза, не класифіковане в інших рубриках;Opaque meal of pharynx, oesophagus, stomach or duodenum;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1573;Інші відновлювальні процедури на м’язах іншої локалізації скелетно-м’язової системи;90585-00;Рефіксація м’яза, не класифікована в інших рубриках;Opaque meal of pharynx, oesophagus, stomach or duodenum with screening radiography of chest;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1573;Інші відновлювальні процедури на м’язах іншої локалізації скелетно-м’язової системи;90586-00;Інші пластичні процедури на м’язі, не класифіковані в інших рубриках;Opaque meal of oesophagus, stomach and duodenum and follow through to colon;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1574;Інші відновлювальні процедури іншої локалізації скелетно-м’язової системи;30238-00;Відновлення фасції, не класифіковане в інших рубриках;Opaque meal of oesophagus, stomach and duodenum and follow through to colon with screening radiography of chest;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1574;Інші відновлювальні процедури іншої локалізації скелетно-м’язової системи;90589-01;Відновлення зв’язки, не класифіковане в інших рубриках;Opaque meal of small intestine;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;9;РЕКОНСТРУКЦІЯ;1575;Резекція одним блоком ураження м'яких тканин з поширенням на довгі кістки з реконструкцією;50215-00;Резекція одним блоком ураження м'яких тканин з поширенням на довгі кістки верхніх кінцівок, з інтеркалярною реконструкцією та застосуванням протеза;Opaque enema of small intestine;
